|Posición|Descripcion|conc
182|030273|"Fresca o refrigerada de carpa """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, ..."""|"030273 - Fresca o refrigerada de carpa """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, ..."""
183|030274|"Anguilas """"Anguilla spp."""", frescas o refrigeradas"""""|"030274 - Anguilas """"Anguilla spp."""", frescas o refrigeradas"""""
184|030279|"Perca del Nilo """"Lates niloticus"""" y cabezas de serpiente """"Channa spp."""" fresca o refrigerada"""""|"030279 - Perca del Nilo """"Lates niloticus"""" y cabezas de serpiente """"Channa spp."""" fresca o refrigerada"""""
185|030281|Cazón fresco o refrigerado y otros tiburones|030281 - Cazón fresco o refrigerado y otros tiburones
186|030282|"Frescos o refrigerados, y rayas """"Rajidae"""""""""|"030282 - Frescos o refrigerados, y rayas """"Rajidae"""""""""
187|030283|"Róbalos de profundidad """"Dissostichus spp."""", frescos o refrigerados"""""|"030283 - Róbalos de profundidad """"Dissostichus spp."""", frescos o refrigerados"""""
188|030284|"Lubina fresca o refrigerada """"Dicentrarchus spp."""""""""|"030284 - Lubina fresca o refrigerada """"Dicentrarchus spp."""""""""
189|030285|"Dorada """"Sparidae"""" fresca o refrigerada"""""|"030285 - Dorada """"Sparidae"""" fresca o refrigerada"""""
190|030289|Pescado fresco o refrigerado, nep|030289 - Pescado fresco o refrigerado, nep
191|030290|Hígados, huevas o lechas comestibles, frescos o refrigerados|030290 - Hígados, huevas o lechas comestibles, frescos o refrigerados
192|030291|Hígados de pescado frescos o refrigerados, huevas y leche|030291 - Hígados de pescado frescos o refrigerados, huevas y leche
193|030292|Aletas de tiburón frescas o refrigeradas|030292 - Aletas de tiburón frescas o refrigeradas
194|030299|Aletas, cabezas, colas, peces y demás despojos de pescado comestibles, frescos o refrigerados ...|030299 - Aletas, cabezas, colas, peces y demás despojos de pescado comestibles, frescos o refrigerados ...
195|030300|Pescado congelado, con exclusión de los filetes y demás carne de pescado de la partida 03.04.|030300 - Pescado congelado, con exclusión de los filetes y demás carne de pescado de la partida 03.04.
196|030310|Salmones del pacifico congelado, excluidos filetes, higados, huevas y lechas.|030310 - Salmones del pacifico congelado, excluidos filetes, higados, huevas y lechas.
197|030311|"Salmones rojos """"Oncorhynchus nerka"""", congelados"""""|"030311 - Salmones rojos """"Oncorhynchus nerka"""", congelados"""""
198|030312|"Salmones del Pacífico (excluido el salmón rojo, """"rojo salmón"""") congelados"""""|"030312 - Salmones del Pacífico (excluido el salmón rojo, """"rojo salmón"""") congelados"""""
199|030313|"Salmones del Atlántico """"Salmo salar"""" y salmones del Danubio """"Hucho hucho"""" congelados"""""|"030313 - Salmones del Atlántico """"Salmo salar"""" y salmones del Danubio """"Hucho hucho"""" congelados"""""
200|030314|"Truchas congeladas """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ..."""|"030314 - Truchas congeladas """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ..."""
201|030319|Salmónidos congelados (excepto la trucha y el Pacífico, Atlántico y salmón del Danubio)|030319 - Salmónidos congelados (excepto la trucha y el Pacífico, Atlántico y salmón del Danubio)
202|030321|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030321 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
203|030322|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030322 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
204|030323|"Congelados de tilapia """"Oreochromis spp."""""""""|"030323 - Congelados de tilapia """"Oreochromis spp."""""""""
205|030324|"Bagre congelado """"Pangasius spp. Silurus spp. Clarias spp. Ictalurus spp."""""""""|"030324 - Bagre congelado """"Pangasius spp. Silurus spp. Clarias spp. Ictalurus spp."""""""""
206|030325|"Carpa congelada """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ..."""|"030325 - Carpa congelada """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ..."""
207|030326|"Anguilas """"Anguilla spp."""", congeladas"""""|"030326 - Anguilas """"Anguilla spp."""", congeladas"""""
208|030329|Perca del Nilo (Lates niloticus) y cabezas de serpiente (Channa spp.) congeladas|030329 - Perca del Nilo (Lates niloticus) y cabezas de serpiente (Channa spp.) congeladas
209|030331|"Halibut """"fletán"""" """"Reinhardtius hippoglossoides"""", """"Hippoglossus hippoglossus"""" e """"Hippoglossus ..."""|"030331 - Halibut """"fletán"""" """"Reinhardtius hippoglossoides"""", """"Hippoglossus hippoglossus"""" e """"Hippoglossus ..."""
210|030332|"Sollas """"Pleuronectes platessa"""", congeladas"""""|"030332 - Sollas """"Pleuronectes platessa"""", congeladas"""""
211|030333|"Lenguados """"Solea spp."""", congelados"""""|"030333 - Lenguados """"Solea spp."""", congelados"""""
212|030334|"Rodaballo """"Psetta maxima"""" congelado"""""|"030334 - Rodaballo """"Psetta maxima"""" congelado"""""
213|030339|"Peces planos """"Pleuronectidae, Bótidos, Cynoglósidos, Soleidae, Escoftálmidos y Citáridos"""" ..."""|"030339 - Peces planos """"Pleuronectidae, Bótidos, Cynoglósidos, Soleidae, Escoftálmidos y Citáridos"""" ..."""
214|030341|"Albacoras o atunes blancos """"Thunnus alalunga"""", congelados"""""|"030341 - Albacoras o atunes blancos """"Thunnus alalunga"""", congelados"""""
215|030342|"Atunes de aleta amarilla o rabiles """"Thunnus albacares"""", congelados"""""|"030342 - Atunes de aleta amarilla o rabiles """"Thunnus albacares"""", congelados"""""
216|030343|Listados o bonitos de vientre rayado, congelados|030343 - Listados o bonitos de vientre rayado, congelados
217|030344|"Patudos o atunes ojo grande """"Thunnus obesus"""", congelados"""""|"030344 - Patudos o atunes ojo grande """"Thunnus obesus"""", congelados"""""
218|030345|Atún del Atlántico y el atún rojo del Pacífico (Thunnus thynnus, Thunnus orientalis) congelados|030345 - Atún del Atlántico y el atún rojo del Pacífico (Thunnus thynnus, Thunnus orientalis) congelados
219|030346|"Atunes del sur """"Thunnus maccoyii"""", congelados"""""|"030346 - Atunes del sur """"Thunnus maccoyii"""", congelados"""""
220|030349|"Atún congelado del género """"Thunnus"""" (sin Thunnus alalunga, Thunnus albacares, Thunnus obesus, ..."""|"030349 - Atún congelado del género """"Thunnus"""" (sin Thunnus alalunga, Thunnus albacares, Thunnus obesus, ..."""
221|030350|"Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""|"030350 - Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""
222|030351|"Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""|"030351 - Arenques """"Clupea harengus"""", """"Clupea pallasii"""", congelados"""""
223|030352|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Arenques ...|030352 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Arenques ...
224|030353|"Sardinas congeladas """"Sardina pilchardus, Sardinops spp."""", Alacha """"Sardinella spp."""" Espadines ..."""|"030353 - Sardinas congeladas """"Sardina pilchardus, Sardinops spp."""", Alacha """"Sardinella spp."""" Espadines ..."""
225|030354|"Caballa """"Scomber scombrus, Scomber australasicus, Scomber japonicus"""" congelada"""""|"030354 - Caballa """"Scomber scombrus, Scomber australasicus, Scomber japonicus"""" congelada"""""
226|030355|"Jack y jurel """"Trachurus spp."""" congelados"""""|"030355 - Jack y jurel """"Trachurus spp."""" congelados"""""
227|030356|"Cobia """"Rachycentron canadum"""" congelada"""""|"030356 - Cobia """"Rachycentron canadum"""" congelada"""""
228|030357|"Pez espada """"Xiphias gladius"""", congelado"""""|"030357 - Pez espada """"Xiphias gladius"""", congelado"""""
229|030359|"Anchoas congeladas """"Engraulis spp."""", Caballas indias """"Rastrelliger spp."""", Pez espárragos ..."""|"030359 - Anchoas congeladas """"Engraulis spp."""", Caballas indias """"Rastrelliger spp."""", Pez espárragos ..."""
230|030360|"Bacalaos """"Gadus morhua"""", """"Gadus ogac"""", """"Gadus macrocephalus"""", congelados"""""|"030360 - Bacalaos """"Gadus morhua"""", """"Gadus ogac"""", """"Gadus macrocephalus"""", congelados"""""
231|030361|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...|030361 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...
232|030362|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...|030362 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Pez espada ...
233|030363|"Bacalao congelado """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""""""""|"030363 - Bacalao congelado """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""""""""
234|030364|"Eglefinos """"Melanogrammus aeglefinus"""", congelados"""""|"030364 - Eglefinos """"Melanogrammus aeglefinus"""", congelados"""""
235|030365|"Carboneros """"Pollachius virens"""", congelados"""""|"030365 - Carboneros """"Pollachius virens"""", congelados"""""
236|030366|"Congelados de merluza """"Merluccius spp., Urophycis spp."""""""""|"030366 - Congelados de merluza """"Merluccius spp., Urophycis spp."""""""""
237|030367|"Abadejo de Alaska congelado """"Theragra chalcogramma"""""""""|"030367 - Abadejo de Alaska congelado """"Theragra chalcogramma"""""""""
238|030368|"Bacaladilla """"Micromesistius poutassou, Micromesistius australis"""" congelada"""""|"030368 - Bacaladilla """"Micromesistius poutassou, Micromesistius australis"""" congelada"""""
239|030369|Pescado congelado de la Bregmacerotidae familias, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...|030369 - Pescado congelado de la Bregmacerotidae familias, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...
240|030371|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030371 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
241|030372|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030372 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
242|030373|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030373 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
243|030374|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030374 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
244|030375|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030375 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
245|030376|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030376 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
246|030377|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030377 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
247|030378|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030378 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
248|030379|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...|030379 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Los demás ...
249|030380|Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Hígados, ...|030380 - Pescado congelado (excepto los filetes y demás carne de pescado de la partida 0304) : Hígados, ...
250|030381|Escualos congelados|030381 - Escualos congelados
251|030382|"Rayas congeladas y patines """"Rajidae"""""""""|"030382 - Rayas congeladas y patines """"Rajidae"""""""""
252|030383|"Róbalos de profundidad """"Dissostichus spp."""", congelados"""""|"030383 - Róbalos de profundidad """"Dissostichus spp."""", congelados"""""
253|030384|"Lubina """"Dicentrarchus spp."""" congelada"""""|"030384 - Lubina """"Dicentrarchus spp."""" congelada"""""
254|030389|Pescado congelado, nep|030389 - Pescado congelado, nep
255|030390|Hígados, huevas y lechas de pescado congelado|030390 - Hígados, huevas y lechas de pescado congelado
256|030391|Hígados, huevas y leche de pescado congelados|030391 - Hígados, huevas y leche de pescado congelados
257|030392|Aletas de tiburón congeladas|030392 - Aletas de tiburón congeladas
258|030399|Aletas de pescado congeladas, cabezas, colas, peces y demás despojos de pescado comestibles ...|030399 - Aletas de pescado congeladas, cabezas, colas, peces y demás despojos de pescado comestibles ...
259|030410|Filetes y demás carne de pescado, incl. picada, frescos o refrigerados|030410 - Filetes y demás carne de pescado, incl. picada, frescos o refrigerados
260|030411|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...|030411 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...
261|030412|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...|030412 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...
262|030419|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...|030419 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Frescos ...
263|030420|Filetes congelados|030420 - Filetes congelados
264|030421|Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...|030421 - Filetes y demás carne de pescado (incluso picada), frescos, refrigerados o congelados : Filetes ...
